Año,Tigre de Bengala,Rinoceronte de Java,Gorila de montaña,Elefante asiático,Leopardo de Amur,Orangután de Borneo,Lince ibérico,Cóndor de California,Vaquita marina,Oso polar,Pangolín malayo,Tortuga carey,Atún rojo del Atlántico,Ajolote,Iguana de Ricord,Cacatúa de las Filipinas,Gato de cabeza plana,Mono narigudo,Canguro arborícola de Matschie,Delfín del río Irawadi,Tiburón martillo gigante,Geco de cola de hoja satánico,Pez napoleón,Rana dorada de Panamá,Ciempiés gigante amazónico,Águila monera,Caracol tigre de Borneo,Murciélago de la isla de Navidad,Langur de Delacour,Pez sierra verde,Cangrejo de los cocoteros,Pato serrucho brasileño,Salamandra gigante china,Gacela de Cuvier,Pez ángel de Clarión,Tortuga gigante de Aldabra,Mono araña de cabeza negra,Pez payaso de Mauritania,Tortuga de caparazón blando de Shanghái,Loro orejiamarillo,Pez guitarra común,Cerceta pardilla,Pez sapo de Borneo,Tortuga estrellada de Birmania,Pez loro bicolor,Gorrión de Worthen,Pez ángel emperador,Tortuga de caja de Indochina,Pez cirujano de aleta amarilla,Pez ballesta payaso,Pez mariposa de bandas de cobre,Pez león rojo,Pez escorpión de aletas voladoras,Pez piedra,Ocelote,Zorro de Darwin,Gavial del Ganges,Pez loro azul,Caimán del Orinoco,Tapir malayo,Lobo etíope,Mofeta moteada pigmea,Tortuga mapa de Barbour,Tiburón duende,Iguana azul,Gacela dama,Pato eider de Steller,Caballo de Przewalski,Guacamayo de Spix,Gato de Pallas,Dugongo,Zorro isleño,Salamandra de cueva olm,Tortuga gigante de Galápagos,Pangolín chino,Mariposa monarca,Ciervo almizclero,Gorila de río Cross,Cangrejo de los Yeti,Cebra de Grévy,Antílope saiga,Búho nival,Águila harpía,Gato andino,Dragón de Komodo,Oso panda gigante,Águila filipina,Lobo de crin,Pingüino de Galápagos,Buitre egipcio,Delfín rosado del Amazonas,Periquito de Mauricio,Gaviota rosada,Tortuga laúd,Pez espátula chino,Cabra de los Pirineos,Lémur de cola anillada,Mono capuchino de pecho amarillo,Gato de arena,Rana de Darwin,Lagarto de cola de látigo,Ganso nival
1987,14596.0,352.7199999999999,2259.848,92120.0,174.72,142791.2,1281.424,102.4090909090909,1526.96,33880.0,4072.7148,8782.7124,26441.64599999999,22231.3784,31662.554,30882.6364,23946.0452,20273.4532,6462.610000000001,18951.1168,,29289.26,27778.8896,21054.726,22283.8924,26857.69239999999,11440.5984,9306.1584,20687.128,3841.992,18228.1176,5138.2408,10232.7764,15641.0408,32708.7684,7711.765599999999,17770.3988,15307.3228,8774.5812,2136.8116,30344.9608,17350.9644,28075.33960000001,31037.8068,20471.3124,21173.6448,1847.4764,,27208.3504,33832.90680000001,12858.1376,7372.288,30120.67520000001,13615.0168,11774.994,27499.7184,13707.5092,1952.5044,26198.7264,31300.3768,33880.0,3045.812,26249.5464,10389.6408,13067.1772,27089.09280000001,10392.69,33880.0,22259.8376,17686.3764,9083.228,7492.561999999998,5921.207599999998,28870.16439999999,12477.3264,4531.449999999999,25821.3032,14288.5512,,28089.23039999999,8403.256400000002,29609.7648,14497.9296,26828.2168,24455.6004,33880.0,13083.4396,15971.7096,19162.8668,,33880.0,33880.0,32003.7256,27519.03000000001,3040.0,33104.4868,33880.0,27073.1692,33778.6988,32793.4684,29750.70560000001,4861.441200000001
1988,14304.0,345.28,2228.3520000000003,90880.0,173.28,141788.8,1250.176,114.47727272727273,1487.04,33120.0,3981.3552,8585.697600000003,25848.50399999999,21732.6816,30952.29599999999,30189.87359999999,23408.8848,19818.6768,6317.639999999999,18526.00320000001,30627.0576,28632.24000000001,27155.7504,20582.424,21784.0176,26255.2176,11183.9616,9097.401600000001,20223.072,3755.808,17819.2224,5022.9792,10003.2336,15290.17920000001,31975.0416,7538.774399999998,17371.7712,14963.9472,8577.748800000001,2088.8784,29664.2592,16961.7456,,30341.5632,20012.0976,20698.67520000001,1806.0336,2478.0384,26598.0096,33073.9632,12569.7024,7206.912,29445.0048,13309.6032,11510.856,26882.8416,13400.0208,1908.7056,25611.0336,30598.2432,33120.0,2977.488,25660.7136,10156.5792,12774.0528,26481.42720000001,10159.56,33120.0,21760.5024,,8879.472000000002,7324.487999999999,5788.382399999999,28222.54559999999,12197.4336,4429.799999999999,,13968.0288,10675.9008,27459.12959999999,8214.753600000004,28945.5552,14172.7104,26226.4032,23907.0096,33120.0,12789.9504,15613.4304,18733.00320000001,27503.5104,33120.0,33120.0,,26901.72,2960.0,32361.8832,33120.0,26465.8608,33020.9712,32057.8416,29083.33440000001,4752.388800000001
1989,14012.0,337.8399999999999,2196.856,89640.0,171.84,140786.40000000002,1218.9279999999999,126.54545454545455,1447.12,32360.0,3889.9956,8388.682800000002,25255.36199999999,21233.9848,30242.03799999999,29497.11079999999,22871.7244,19363.9004,6172.67,18100.8896,29924.2628,27975.22,26532.61120000001,20110.122,21284.1428,25652.74279999999,10927.3248,8888.644800000002,19759.016,3669.624,17410.3272,4907.7176,9773.6908,14939.31760000001,31241.3148,7365.783199999998,16973.1436,14620.5716,8380.916399999998,2040.9452,28983.5576,16572.5268,26815.76120000001,29645.3196,19552.8828,20223.7056,1764.590799999999,2421.1752,25987.66879999999,32315.0196,12281.2672,7041.536,28769.3344,13004.1896,11246.718,26265.9648,13092.5324,1864.9068,25023.3408,29896.1096,32360.0,2909.164,25071.8808,9923.5176,12480.9284,25873.76160000001,9926.43,32360.0,21261.1672,16892.8908,8675.716,7156.413999999999,5655.557199999997,27574.92679999999,11917.5408,4328.15,24662.8504,13647.5064,10430.9224,26829.02879999999,8026.250800000002,28281.3456,13847.4912,25624.58960000001,23358.41879999999,32360.0,12496.4612,15255.1512,18303.1396,26872.39120000001,32360.0,32360.0,30567.9032,26284.41,2880.0,31619.27959999999,32360.0,25858.5524,32263.2436,31322.2148,28415.96320000001,
1990,13720.0,330.4,2165.36,88400.0,170.4,139784.0,1187.6799999999998,138.61363636363637,1407.1999999999998,31600.0,3798.636,,24662.21999999999,20735.288,29531.78,28804.34799999999,22334.564,18909.124,6027.700000000001,17675.77600000001,29221.468,27318.2,25909.472,19637.82,20784.268,25050.268,10670.688,8679.887999999999,19294.96,3583.440000000001,17001.432,4792.456,9544.148000000001,14588.45600000001,,7192.791999999998,16574.516,14277.196,8184.083999999999,1993.012,28302.856,16183.308,26185.97200000001,28949.076,19093.66800000001,19748.736,1723.148,2364.312,25377.32799999999,31556.076,11992.832,6876.16,28093.664,12698.776,10982.58,25649.088,,1821.108,24435.64799999999,29193.976,31600.0,2840.84,24483.048,9690.455999999998,12187.804,25266.09600000001,9693.3,31600.0,20761.832,16496.148,,6988.339999999998,5522.731999999998,26927.30799999999,11637.648,4226.5,24083.624,13326.984,10185.944,26198.92799999999,7837.748000000003,27617.136,13522.272,25022.77600000001,22809.82799999999,,12202.972,14896.872,17873.27600000001,26241.272,31600.0,31600.0,29849.992,25667.10000000001,2800.0,30876.67599999999,31600.0,25251.244,,30586.588,27748.592,4534.284000000001
1991,13428.0,322.9599999999999,2133.864,87160.0,168.96,138781.6,1156.4319999999998,150.6818181818182,1367.2799999999997,30840.0,3707.276400000001,7994.653200000001,24069.07799999999,20236.5912,28821.522,28111.58519999999,21797.40360000001,18454.3476,5882.73,17250.6624,28518.6732,26661.18,25286.3328,19165.518,20284.3932,24447.79319999999,10414.0512,8471.1312,18830.904,3497.256,16592.5368,4677.1944,9314.605200000002,14237.59440000001,29773.8612,7019.800799999997,16175.8884,13933.8204,7987.2516,1945.0788,27622.1544,15794.0892,25556.1828,28252.8324,18634.4532,19273.7664,1681.705199999999,2307.4488,24766.9872,30797.1324,11704.3968,6710.784,27417.9936,12393.3624,10718.442,25032.2112,12477.5556,1777.3092,23847.9552,28491.8424,30840.0,2772.516000000001,23894.2152,9457.394400000001,11894.6796,24658.4304,9460.170000000002,30840.0,20262.4968,16099.4052,8268.204000000002,6820.266,5389.906799999997,26279.68919999999,11357.7552,4124.85,23504.3976,13006.4616,9940.9656,25568.82719999999,7649.245200000001,26952.9264,13197.0528,24420.9624,22261.2372,30840.0,11909.4828,14538.5928,17443.4124,25610.1528,30840.0,30840.0,29132.0808,25049.79000000001,2720.0,30134.0724,30840.0,24643.9356,,29850.96120000001,27081.2208,4425.231600000001
1992,13136.0,315.52,2102.368,85920.0,167.52,137779.2,1125.1839999999997,162.75,1327.3599999999997,30080.0,3615.916799999999,,,19737.8944,28111.264,,21260.2432,17999.5712,5737.76,16825.5488,27815.8784,26004.16,24663.19360000001,18693.216,19784.5184,23845.3184,10157.4144,8262.3744,18366.848,3411.072,16183.6416,4561.9328,9085.062399999999,13886.73280000001,29040.1344,6846.809599999999,15777.2608,13590.4448,7790.4192,1897.1456,26941.4528,15404.8704,24926.3936,27556.5888,18175.2384,18798.7968,1640.2624,2250.5856,24156.6464,30038.1888,11415.9616,6545.407999999999,26742.3232,12087.9488,,24415.3344,12170.0672,1733.5104,23260.2624,27789.7088,30080.0,,23305.38239999999,9224.3328,11601.5552,24050.7648,9227.04,30080.0,19763.1616,15702.6624,8064.448,6652.191999999999,5257.081599999998,25632.07039999999,11077.8624,4023.199999999999,22925.1712,,9695.9872,24938.72639999999,7460.742400000003,26288.71679999999,12871.8336,23819.1488,21712.6464,30080.0,11615.9936,14180.3136,17013.5488,24979.0336,30080.0,30080.0,28414.16959999999,24432.48,2640.0,29391.4688,30080.0,24036.6272,29990.06080000001,29115.33439999999,26413.84960000001,4316.1792
1993,12844.0,308.0799999999999,2070.8720000000003,84680.0,166.08,136776.8,1093.9359999999997,174.8181818181818,1287.44,29320.0,3524.557199999999,7600.623600000003,22882.79399999999,19239.1976,27401.00599999999,26726.05959999999,20723.0828,17544.7948,5592.790000000001,16400.4352,27113.0836,25347.14,24040.0544,18220.914,19284.6436,23242.84359999999,9900.777600000001,8053.617600000001,17902.792,3324.888,15774.7464,4446.671200000001,8855.5196,13535.87120000001,28306.40759999999,6673.818399999998,15378.6332,13247.0692,7593.586800000001,1849.2124,26260.7512,15015.6516,24296.6044,26860.3452,17716.0236,18323.82720000001,1598.819599999999,2193.7224,23546.30559999999,29279.2452,11127.5264,6380.031999999999,,11782.5352,10190.166,23798.4576,11862.5788,1689.7116,22672.5696,27087.5752,29320.0,,22716.5496,8991.2712,11308.4308,23443.0992,8993.91,29320.0,19263.8264,15305.9196,7860.691999999999,6484.117999999999,5124.256399999998,24984.45159999999,10797.9696,3921.549999999999,22345.9448,12365.4168,9451.0088,24308.62559999999,7272.239600000001,25624.5072,12546.6144,23217.3352,21164.05559999999,29320.0,11322.5044,13822.0344,16583.6852,24347.9144,29320.0,29320.0,27696.25840000001,23815.17000000001,2560.0,28648.8652,29320.0,23429.3188,29232.33320000001,28379.70759999999,25746.47840000001,4207.1268
1994,12552.0,300.64,2039.3760000000002,83440.0,164.64000000000001,135774.40000000002,1062.688,186.88636363636363,1247.52,28560.0,3433.1976,7403.608800000002,,18740.5008,26690.74799999999,,20185.9224,17090.0184,5447.82,15975.3216,26410.28879999999,24690.12,23416.9152,17748.612,18784.7688,22640.3688,9644.140800000001,7844.860799999999,17438.736,3238.704000000001,15365.8512,4331.409599999999,8625.9768,13185.0096,27572.6808,6500.827199999998,14980.0056,12903.6936,7396.754399999998,1801.2792,,14626.4328,23666.8152,26164.1016,17256.80880000001,17848.8576,1557.3768,2136.8592,22935.96479999999,,10839.0912,,25390.9824,11477.1216,9926.028000000002,23181.5808,11555.0904,1645.9128,22084.8768,26385.44160000001,28560.0,2567.544,22127.71679999999,8758.209600000002,11015.3064,22835.4336,8760.779999999999,28560.0,18764.4912,14909.1768,7656.936000000002,6316.043999999998,4991.431199999997,24336.83279999999,10518.0768,,21766.7184,12044.8944,,23678.52479999999,7083.736800000002,24960.2976,12221.3952,22615.52160000001,20615.46479999999,28560.0,11029.0152,13463.7552,16153.8216,23716.7952,28560.0,28560.0,26978.3472,,2480.0,27906.2616,28560.0,22822.0104,28474.60560000001,27644.0808,25079.10720000001,4098.074400000001
1995,12260.0,293.19999999999993,2007.88,82200.0,163.20000000000002,134772.0,1031.44,198.95454545454547,1207.6,27800.0,3341.838,7206.594000000001,21696.50999999999,18241.804,25980.48999999999,25340.53399999999,,16635.242,5302.85,15550.20800000001,25707.49400000001,24033.1,22793.77600000001,17276.31,18284.894,22037.89399999999,9387.504,7636.103999999999,16974.68,3152.52,14956.956,4216.147999999999,8396.434000000001,12834.148,26838.954,6327.835999999999,14581.378,12560.318,7199.921999999999,1753.346,24899.348,14237.214,23037.02600000001,25467.85799999999,16797.594,17373.88800000001,1515.933999999999,,22325.624,27761.35800000001,,,24715.31200000001,11171.708,9661.890000000003,22564.704,11247.602,1602.114,,25683.308,27800.0,2499.22,21538.884,8525.148000000001,10722.182,22227.768,8527.650000000001,27800.0,18265.156,14512.434,7453.18,6147.969999999999,4858.605999999998,23689.21399999999,10238.184,3718.25,21187.492,11724.372,8961.052,23048.42399999999,6895.234,24296.088,11896.176,22013.70800000001,20066.874,27800.0,10735.526,13105.476,15723.95800000001,23085.676,27800.0,27800.0,26260.436,22580.55,2400.0,27163.658,27800.0,22214.702,27716.87800000001,,24411.736,3989.022000000001
1996,11968.0,285.76,1976.384,80960.0,161.76,133769.6,1000.192,211.02272727272728,1167.6799999999998,27040.0,3250.4784,7009.5792,21103.36799999999,17743.1072,25270.23199999999,24647.77119999999,19111.6016,16180.4656,5157.880000000001,15125.0944,25004.6992,23376.08,22170.63680000001,16804.008,17785.0192,21435.41919999999,9130.8672,7427.3472,16510.624,3066.335999999999,14548.0608,4100.886399999999,8166.891199999998,12483.2864,26105.22719999999,6154.844799999999,14182.7504,12216.9424,7003.089599999999,1705.4128,24218.6464,13847.9952,22407.23680000001,,16338.3792,16898.9184,1474.491199999999,2023.1328,21715.28319999999,27002.41440000001,10262.2208,5883.903999999999,24039.6416,10866.2944,9397.752,21947.8272,10940.1136,1558.3152,20909.4912,24981.1744,27040.0,2430.896000000001,20950.0512,8292.0864,10429.0576,21620.1024,8294.52,27040.0,17765.8208,14115.6912,7249.423999999999,5979.895999999999,4725.780799999997,,9958.291200000003,3616.599999999999,20608.2656,11403.8496,8716.0736,22418.3232,6706.731200000002,23631.8784,11570.9568,21411.8944,19518.28319999999,27040.0,10442.03679999999,12747.1968,15294.0944,22454.55680000001,27040.0,27040.0,25542.5248,21963.24000000001,2320.0,26421.05439999999,27040.0,21607.3936,26959.15040000001,26172.8272,23744.36480000001,3879.9696
1997,11676.0,278.31999999999994,1944.888,79720.0,160.32,132767.2,968.944,223.0909090909091,1127.7599999999998,26280.0,3159.1188,6812.564400000003,20510.226,,24559.974,,18574.4412,15725.6892,5012.91,14699.9808,24301.9044,22719.06,21547.4976,16331.706,,20832.94439999999,8874.2304,7218.590400000001,16046.568,2980.152,14139.1656,3985.6248,7937.348399999999,12132.42480000001,25371.5004,5981.853599999999,13784.1228,11873.5668,6806.2572,,23537.9448,13458.7764,21777.44760000001,24075.3708,15879.1644,16423.94880000001,1433.0484,1966.269600000001,,26243.47080000001,9973.7856,5718.528,23363.9712,10560.8808,9133.614000000001,21330.9504,10632.6252,1514.5164,20321.7984,24279.0408,26280.0,2362.572,20361.2184,8059.024799999999,10135.9332,21012.43680000001,8061.389999999999,26280.0,17266.4856,13718.9484,7045.668000000001,5811.821999999998,4592.955599999998,22393.97639999999,9678.398400000002,3514.949999999999,20029.0392,11083.3272,8471.0952,21788.2224,6518.228400000004,22967.6688,11245.7376,20810.0808,18969.69239999999,26280.0,10148.54759999999,12388.9176,14864.2308,21823.4376,26280.0,26280.0,24824.6136,21345.93000000001,2240.0,25678.45079999999,26280.0,21000.0852,26201.4228,25437.2004,23076.99360000001,3770.917200000002
1998,11384.0,270.88,1913.3920000000003,78480.0,158.88,131764.8,937.6959999999999,235.1590909090909,1087.8399999999997,25520.0,,6615.549600000002,19917.084,16745.7136,23849.716,23262.24559999999,18037.2808,15270.9128,4867.940000000001,,,22062.04,20924.3584,15859.40399999999,16785.2696,,8617.5936,,15582.512,2893.968000000001,13730.2704,3870.3632,7707.8056,11781.5632,,5808.862399999998,13385.4952,11530.1912,6609.424800000001,1609.5464,22857.2432,13069.5576,21147.65840000001,23379.1272,15419.9496,15948.9792,1391.605599999999,1909.4064,20494.60159999999,25484.52720000001,9685.3504,,22688.3008,10255.4672,8869.476000000002,20714.0736,10325.1368,1470.7176,19734.1056,23576.9072,25520.0,2294.248000000001,19772.3856,7825.963199999998,9842.808799999995,,7828.260000000002,25520.0,16767.1504,13322.2056,6841.912,5643.748,4460.130399999998,21746.3576,9398.505600000004,3413.299999999999,19449.8128,10762.8048,8226.1168,21158.1216,6329.725600000002,22303.4592,10920.5184,20208.2672,18421.10159999999,25520.0,9855.058399999994,12030.6384,,21192.3184,25520.0,25520.0,24106.70239999999,20728.62,2160.0,24935.8472,25520.0,20392.7768,25443.6952,24701.5736,22409.62240000001,3661.864800000001
1999,11092.0,263.43999999999994,1881.8960000000002,77240.0,157.44,130762.40000000001,906.4479999999999,247.22727272727272,1047.9199999999996,24760.0,2976.399600000001,6418.534800000001,19323.942,,23139.458,22569.4828,17500.1204,14816.1364,4722.969999999999,13849.7536,22896.31479999999,21405.02,,15387.102,16285.3948,19627.99479999999,8360.9568,6801.076799999999,15118.456,2807.784,13321.3752,3755.1016,7478.2628,11430.70160000001,23904.0468,5635.871199999998,,,6412.592399999998,1561.6132,22176.5416,12680.3388,,22682.8836,14960.73480000001,15474.0096,1350.162799999999,1852.5432,19884.2608,24725.5836,9396.9152,5387.776,22012.63040000001,9950.053600000003,8605.338000000003,20097.1968,10017.6484,1426.9188,19146.4128,22874.7736,24760.0,2225.924,19183.5528,7592.901600000001,9549.684399999995,19797.10560000001,7595.130000000001,24760.0,16267.8152,12925.4628,6638.155999999999,5475.673999999999,4327.305199999997,21098.73879999999,9118.612800000003,3311.65,18870.5864,10442.2824,7981.1384,20528.0208,6141.222800000003,21639.2496,10595.2992,19606.45360000001,17872.5108,24760.0,9561.569199999994,11672.3592,14004.5036,20561.1992,24760.0,24760.0,23388.79119999999,20111.31,2080.0,24193.2436,24760.0,19785.4684,24685.9676,23965.94680000001,21742.25120000001,3552.812400000001
2000,10800.0,256.0,1850.4,76000.0,156.0,129760.0,875.1999999999998,259.29545454545456,1008.0,24000.0,2885.040000000001,6221.52,18730.8,15748.32,22429.2,21876.71999999999,16962.96,14361.36,4578.0,13424.64000000001,22193.52,20748.0,19678.08,14914.8,,19025.51999999999,8104.32,6592.32,14654.4,2721.6,12912.48,3639.84,7248.720000000001,11079.84,23170.31999999999,5462.879999999997,12588.24000000001,10843.44,6215.759999999998,1513.68,21495.84,12291.12,19888.08000000001,21986.64,14501.52,14999.04,1308.719999999999,1795.68,19273.91999999999,,9108.48,5222.399999999998,,9644.640000000003,8341.2,,9710.16,1383.12,18558.71999999999,22172.64,24000.0,2157.6,18594.72,7359.84,9256.559999999998,,7362.0,24000.0,15768.48,12528.72,6434.400000000001,5307.599999999999,4194.479999999998,20451.12,8838.720000000005,3210.0,18291.36,10121.76,7736.16,19897.92,5952.720000000001,20975.03999999999,10270.08,19004.64000000001,17323.91999999999,24000.0,9268.079999999994,11314.08,13574.64000000001,19930.08,24000.0,,22670.88,19494.00000000001,2000.0,23450.64,24000.0,19178.16,,23230.32000000001,21074.88,3443.76
2001,10508.0,248.55999999999995,1818.904,74760.0,154.56,128757.6,843.9519999999998,271.3636363636364,968.0799999999999,23240.0,2793.680399999999,6024.505200000003,18137.658,15249.6232,21718.942,21183.95719999999,16425.7996,13906.5836,4433.030000000001,12999.5264,21490.7252,,19054.9408,14442.498,15285.6452,18423.04519999999,7847.683199999999,6383.563200000001,14190.344,2635.416000000001,12503.5848,3524.5784,7019.177199999998,10728.97840000001,22436.5932,5289.888799999997,12189.61240000001,10500.0644,6018.927599999999,1465.7468,20815.1384,11901.9012,19258.29080000001,21290.3964,14042.3052,14524.0704,1267.2772,1738.816800000001,18663.57919999999,23207.6964,8820.0448,5057.024000000001,20661.2896,9339.226400000003,8077.062000000002,18863.4432,9402.671599999998,1339.3212,17971.0272,21470.5064,23240.0,2089.276,,7126.778399999999,8963.435599999997,18581.77440000001,7128.869999999999,23240.0,15269.1448,12131.9772,6230.644,5139.525999999998,4061.654799999998,19803.50119999999,8558.827200000003,3108.349999999999,17712.1336,9801.2376,7491.1816,19267.8192,5764.217200000003,20310.83039999999,9944.860800000002,18402.82640000001,16775.32919999999,23240.0,8974.590799999994,10955.8008,13144.7764,19298.9608,23240.0,23240.0,21952.9688,18876.69,1920.0,22708.0364,23240.0,18570.8516,23170.51240000001,22494.69319999999,20407.50880000001,3334.707600000002
2002,10216.0,241.12,1787.4080000000004,73520.0,153.12,127755.2,812.7039999999997,283.4318181818182,928.1599999999999,22480.0,2702.3208,5827.490400000002,17544.516,14750.9264,21008.68399999999,20491.19439999999,15888.63920000001,13451.8072,4288.059999999999,12574.41280000001,20787.9304,19433.96000000001,18431.80160000001,13970.196,14785.7704,17820.57039999999,7591.046399999999,6174.806400000001,13726.288,2549.232,12094.6896,3409.316800000001,6789.634399999999,10378.1168,21702.8664,5116.897599999997,11790.98480000001,10156.6888,5822.0952,1417.8136,20134.4368,11512.6824,18628.5016,20594.1528,13583.0904,14049.10080000001,1225.8344,1681.9536,18053.23839999999,22448.7528,8531.6096,4891.648000000001,19985.6192,9033.812800000003,,18246.5664,9095.1832,1295.5224,17383.3344,20768.3728,22480.0,2020.952,17417.0544,6893.716800000002,8670.311199999996,17974.10880000001,6895.740000000002,22480.0,14769.8096,11735.2344,6026.887999999999,4971.451999999997,3928.829599999997,19155.88239999999,8278.934400000002,3006.699999999999,17132.9072,9480.715199999999,7246.2032,18637.7184,,19646.6208,,17801.0128,16226.73839999999,22480.0,8681.101599999995,,12714.91280000001,18667.8416,22480.0,22480.0,21235.0576,18259.38,1840.0,,,,22412.78480000001,21759.0664,19740.1376,3225.655200000001
2003,9924.0,233.67999999999995,1755.9120000000003,72280.0,151.68,126752.8,1665.6,295.5,888.2399999999998,21720.0,2610.9612,5630.475600000002,16951.374,14252.2296,20298.42599999999,19798.4316,15351.4788,12997.0308,4143.09,12149.2992,20085.13559999999,18776.94,17808.6624,,14285.8956,17218.09559999999,7334.409599999999,5966.049599999998,13262.232,2463.048000000001,11685.7944,3294.055200000001,6560.0916,10027.25520000001,20969.13959999999,4943.906399999996,11392.35720000001,9813.313200000004,5625.2628,1369.8804,19453.7352,11123.4636,17998.7124,19897.90919999999,13123.87560000001,13574.1312,1184.391599999999,1625.0904,17442.8976,21689.8092,8243.1744,4726.272000000001,19309.9488,8728.399200000003,7548.786000000004,17629.6896,8787.694799999997,1251.7236,,20066.2392,21720.0,1952.628000000001,16828.2216,6660.655200000001,8377.186799999996,17366.44320000001,6662.610000000001,21720.0,14270.4744,11338.4916,5823.132000000001,4803.377999999997,3796.004399999998,18508.26359999999,7999.041600000004,2905.049999999999,16553.6808,9160.192799999997,7001.2248,18007.6176,5387.211600000002,18982.4112,9294.422400000003,17199.1992,15678.1476,21720.0,8387.612399999995,10239.2424,12285.0492,18036.7224,21720.0,21720.0,20517.1464,17642.07000000001,1760.0,21222.82919999999,21720.0,17356.2348,21655.05720000001,21023.4396,19072.76640000001,3116.602800000001
2004,9632.0,226.24,1724.4160000000002,71040.0,150.24,125750.40000000001,1680.8,307.5681818181818,848.3199999999997,20960.0,2519.6016,5433.460800000001,16358.232,13753.5328,19588.16799999999,19105.66879999998,14814.3184,12542.2544,3998.120000000001,11724.1856,19382.34080000001,18119.92,17185.5232,13025.592,13786.0208,16615.62079999999,7077.772799999999,5757.292799999999,12798.176,2376.864,11276.8992,3178.793599999999,6330.5488,9676.393600000003,20235.41279999999,4770.915199999999,10993.72960000001,9469.937600000005,5428.430399999997,1321.947200000001,18773.0336,10734.2448,17368.9232,19201.66559999999,12664.66080000001,13099.16160000001,1142.948799999999,1568.2272,16832.55679999999,20930.8656,7954.7392,4560.896000000001,18634.27840000001,,7284.648000000001,17012.8128,8480.2064,1207.9248,,19364.1056,20960.0,1884.304,16239.3888,6427.5936,8084.062399999995,16758.77760000001,,20960.0,13771.13920000001,10941.7488,5619.376,4635.304,3663.179199999997,17860.64479999999,7719.148800000003,2803.4,15974.4544,8839.670400000003,6756.2464,17377.5168,5198.7088,18318.2016,8969.203200000004,16597.38560000001,15129.55679999999,20960.0,8094.123199999995,9880.963199999998,11855.1856,17405.6032,20960.0,20960.0,19799.2352,17024.76000000001,1680.0,20480.22559999999,20960.0,16748.9264,20897.32960000001,20287.8128,18405.39520000001,3007.5504
2005,9340.0,218.79999999999995,1692.92,69800.0,148.8,124748.0,1696.0,319.6363636363636,808.3999999999996,20200.0,2428.242,5236.446000000004,15765.09,13254.836,18877.90999999999,18412.90599999999,14277.158,12087.478,3853.15,11299.07200000001,18679.546,17462.90000000001,16562.38400000001,12553.29,13286.146,16013.14599999999,6821.136000000002,5548.536,12334.12,2290.68,10868.004,3063.531999999999,6101.006000000001,9325.532000000007,19501.686,4597.923999999999,10595.10200000001,9126.562000000005,5231.597999999998,,18092.33199999999,10345.026,16739.13400000001,18505.42199999999,12205.446,12624.192,1101.505999999999,1511.364,16222.21599999999,20171.92200000001,,4395.52,17958.60800000001,8117.572000000004,7020.510000000002,16395.936,8172.717999999997,1164.126,15620.25599999999,18661.97199999999,20200.0,1815.98,15650.556,6194.531999999999,7790.937999999995,,6196.350000000002,20200.0,13271.804,10545.006,5415.619999999999,4467.23,3530.353999999998,17213.026,7439.256000000005,2701.75,15395.228,,6511.268,16747.416,5010.206000000002,17653.992,8643.983999999997,15995.57200000001,14580.96599999999,20200.0,7800.633999999995,9522.684000000001,11425.32200000001,16774.484,20200.0,20200.0,19081.32399999999,16407.45,1600.0,19737.622,20200.0,16141.618,20139.60200000001,19552.186,17738.024,2898.498000000001
2006,9048.0,211.36,1661.424,68560.0,147.36,123745.6,1711.1999999999998,331.70454545454544,768.4799999999996,19440.0,2336.8824,5039.431200000003,15171.948,12756.1392,,17720.14319999999,13739.9976,11632.7016,3708.18,10873.9584,17976.7512,16805.88,15939.2448,12080.988,12786.2712,15410.67119999999,6564.499200000002,5339.779200000001,11870.064,2204.496000000001,10459.1088,2948.270399999999,5871.463199999998,8974.670400000003,18767.9592,4424.932799999999,10196.47440000001,8783.186400000006,5034.765599999999,1226.0808,17411.63039999999,9955.807200000003,16109.34480000001,17809.1784,11746.2312,12149.22240000001,1060.0632,1454.5008,15611.87519999999,19412.97840000001,7377.8688,4230.144,17282.9376,7812.158400000004,,15779.0592,7865.229599999999,1120.3272,15032.5632,17959.83839999999,19440.0,1747.656,15061.7232,5961.470399999998,7497.813599999998,15543.44640000001,5963.220000000001,19440.0,12772.4688,10148.2632,5211.864000000001,4299.155999999999,3397.528799999998,16565.40719999999,7159.363200000003,2600.099999999999,14816.0016,8198.6256,6266.2896,16117.3152,4821.703200000004,16989.7824,8318.764799999997,15393.75840000001,14032.37519999999,19440.0,7507.144799999995,9164.404799999997,10995.4584,16143.3648,19440.0,19440.0,18363.41280000001,15790.14000000001,1520.0,18995.0184,19440.0,15534.3096,,18816.5592,17070.65280000001,2789.445600000001
